Source : SiO2_2mm.M1.11h 57mn 22s.spe
Spectrum : 1

Wavelength	Psi	Delta
763.1264	8.909	153.061
762.6934	9.066	150.273
762.2603	9.234	147.590
761.8271	9.417	144.990
761.3938	9.610	142.562
760.9604	9.817	140.135
760.5269	10.035	137.734
760.0933	10.259	135.468
759.6597	10.489	133.313
759.2259	10.731	131.261
758.7921	10.973	129.279
758.3581	11.238	127.341
757.9240	11.513	125.460
757.4899	11.783	123.652
757.0556	12.061	121.872
756.6213	12.347	120.217
756.1868	12.641	118.613
755.7523	12.927	117.075
755.3177	13.225	115.585
754.8830	13.529	114.124
754.4482	13.830	112.773
754.0132	14.143	111.394
753.5782	14.458	110.077
753.1431	14.773	108.813
752.7079	15.092	107.574
752.2726	15.422	106.400
751.8373	15.745	105.247
751.4018	16.068	104.145
750.9662	16.383	103.093
750.5306	16.706	102.091
750.0948	17.041	101.062
749.6589	17.377	100.063
749.2230	17.701	99.115
748.7869	18.021	98.211
748.3508	18.349	97.333
747.9146	18.669	96.505
747.4782	18.996	95.680
747.0417	19.326	94.846
746.6052	19.658	94.035
746.1686	19.986	93.276
745.7319	20.312	92.539
745.2950	20.645	91.806
744.8582	20.983	91.091
744.4211	21.316	90.400
743.9841	21.648	89.751
743.5468	21.976	89.109
743.1096	22.305	88.485
742.6722	22.634	87.881
742.2347	22.972	87.276
741.7971	23.317	86.686
741.3594	23.655	86.121
740.9216	23.977	85.566
740.4838	24.318	85.032
740.0458	24.657	84.542
739.6077	24.996	84.058
739.1696	25.350	83.599
738.7313	25.679	83.131
738.2930	26.027	82.679
737.8545	26.375	82.239
737.4160	26.723	81.815
736.9773	27.062	81.393
736.5386	27.414	81.006
736.0997	27.763	80.625
735.6608	28.126	80.280
735.2218	28.513	79.951
734.7827	28.853	79.622
734.3434	29.211	79.280
733.9041	29.588	78.960
733.4647	29.978	78.660
733.0252	30.357	78.380
732.5856	30.736	78.106
732.1459	31.108	77.856
731.7061	31.536	77.647
731.2662	31.935	77.435
730.8262	32.358	77.209
730.3861	32.782	77.062
729.9459	33.245	76.929
729.5057	33.688	76.871
729.0653	34.106	76.701
728.6248	34.512	76.553
728.1843	34.969	76.456
727.7436	35.439	76.348
727.3028	35.969	76.291
726.8619	36.496	76.229
726.4210	37.005	76.173
725.9799	37.560	76.152
725.5388	38.122	76.201
725.0975	38.690	76.327
724.6561	39.255	76.404
724.2147	39.842	76.483
723.7732	40.435	76.573
723.3315	41.085	76.734
722.8898	41.765	76.919
722.4479	42.469	77.113
722.0060	43.221	77.287
721.5640	44.000	77.519
721.1218	44.793	77.767
720.6796	45.609	78.006
720.2373	46.460	78.212
719.7949	47.394	78.425
719.3524	48.310	78.643
718.9097	49.315	78.877
718.4670	50.305	79.147
718.0242	51.433	79.366
717.5813	52.576	79.609
717.1383	53.753	79.831
716.6952	55.017	80.024
716.2520	56.316	80.182
715.8087	57.683	80.300
715.3653	59.148	80.412
714.9218	60.651	80.504
714.4782	62.279	80.528
714.0345	63.806	80.568
713.5907	65.489	80.554
713.1469	67.115	80.492
712.7028	68.839	80.312
712.2588	70.595	80.030
711.8146	72.466	79.570
711.3703	74.490	78.813
710.9259	76.491	77.813
710.4814	78.549	76.343
710.0369	80.707	73.960
709.5922	82.750	70.249
709.1474	84.778	63.357
708.7026	86.647	47.715
708.2576	87.800	6.658
707.8125	87.073	316.513
707.3674	85.281	296.124
706.9221	83.215	287.528
706.4767	81.137	283.197
706.0313	79.004	280.595
705.5857	76.862	278.819
705.1401	74.801	277.666
704.6943	72.827	276.873
704.2484	70.828	276.264
703.8025	68.954	275.850
703.3564	67.081	275.533
702.9103	65.314	275.333
702.4641	63.590	275.191
702.0177	61.913	275.093
701.5712	60.294	275.024
