Source : TiO2_Si_Sputtering_50min_muestra2.D1.11h 07mn 53s
Spectrum : 1

Wavelength	Psi	Delta
521.5497	13.069	166.683
521.0626	13.082	166.703
520.5754	13.100	166.710
520.0881	13.117	166.720
519.6006	13.135	166.728
519.1131	13.152	166.739
518.6254	13.171	166.746
518.1377	13.188	166.755
517.6498	13.206	166.760
517.1618	13.218	166.770
516.6737	13.238	166.781
516.1855	13.256	166.791
515.6971	13.275	166.795
515.2087	13.293	166.796
514.7202	13.313	166.805
514.2314	13.334	166.819
513.7427	13.350	166.825
513.2538	13.372	166.832
512.7648	13.392	166.834
512.2757	13.409	166.845
511.7864	13.432	166.847
511.2971	13.453	166.847
510.8076	13.472	166.842
510.3181	13.491	166.840
509.8284	13.504	166.846
509.3386	13.518	166.854
508.8488	13.537	166.854
508.3587	13.558	166.851
507.8686	13.579	166.855
507.3784	13.597	166.863
506.8880	13.610	166.857
506.3976	13.629	166.852
505.9070	13.643	166.845
505.4163	13.664	166.843
504.9255	13.684	166.837
504.4346	13.702	166.826
503.9436	13.721	166.815
503.4525	13.735	166.814
502.9612	13.752	166.811
502.4698	13.770	166.798
501.9784	13.787	166.784
501.4868	13.804	166.776
500.9951	13.819	166.769
500.5033	13.838	166.748
500.0114	13.855	166.743
499.5193	13.871	166.733
499.0272	13.887	166.723
498.5349	13.902	166.710
498.0426	13.918	166.703
497.5501	13.936	166.688
497.0575	13.955	166.677
496.5648	13.976	166.663
496.0720	13.994	166.642
495.5790	14.010	166.624
495.0860	14.032	166.601
494.5928	14.047	166.593
494.0995	14.063	166.577
493.6062	14.081	166.564
493.1127	14.099	166.558
492.6190	14.119	166.546
492.1253	14.139	166.531
491.6315	14.155	166.519
491.1375	14.173	166.507
490.6435	14.193	166.492
490.1493	14.212	166.471
489.6550	14.231	166.464
489.1606	14.250	166.455
488.6661	14.272	166.440
488.1714	14.296	166.429
487.6767	14.315	166.417
487.1818	14.336	166.411
486.6869	14.358	166.411
486.1918	14.378	166.412
485.6966	14.395	166.404
485.2013	14.419	166.388
484.7058	14.439	166.373
484.2103	14.459	166.366
483.7146	14.483	166.359
483.2189	14.508	166.358
482.7230	14.528	166.353
482.2270	14.547	166.349
481.7309	14.568	166.335
481.2346	14.585	166.326
480.7383	14.605	166.325
480.2419	14.629	166.316
479.7453	14.651	166.315
479.2486	14.672	166.308
478.7518	14.691	166.306
478.2549	14.712	166.304
477.7579	14.732	166.304
477.2608	14.751	166.302
476.7635	14.771	166.304
476.2662	14.797	166.298
475.7687	14.818	166.293
475.2711	14.839	166.291
474.7734	14.860	166.287
474.2756	14.883	166.293
473.7776	14.899	166.296
473.2796	14.915	166.294
472.7814	14.935	166.294
472.2831	14.950	166.296
471.7848	14.966	166.306
471.2863	14.989	166.309
470.7876	15.005	166.318
470.2889	15.024	166.331
469.7900	15.044	166.345
469.2911	15.061	166.359
468.7920	15.086	166.367
468.2928	15.111	166.375
467.7935	15.132	166.385
467.2941	15.153	166.400
466.7945	15.173	166.416
466.2949	15.196	166.420
465.7951	15.220	166.438
465.2952	15.236	166.457
464.7952	15.260	166.480
464.2951	15.279	166.497
463.7949	15.296	166.509
463.2946	15.309	166.529
462.7941	15.327	166.552
462.2935	15.345	166.560
461.7928	15.359	166.573
461.2921	15.377	166.596
460.7911	15.394	166.620
460.2901	15.416	166.631
459.7889	15.437	166.650
459.2877	15.458	166.669
458.7863	15.480	166.685
458.2848	15.502	166.695
457.7832	15.518	166.717
457.2815	15.535	166.740
456.7796	15.558	166.764
456.2777	15.582	166.794
455.7756	15.601	166.821
455.2734	15.631	166.849
454.7711	15.655	166.879
454.2687	15.682	166.905
453.7662	15.709	166.924
453.2635	15.736	166.943
452.7608	15.764	166.961
452.2579	15.792	166.979
451.7549	15.821	166.996
451.2518	15.850	167.013
450.7485	15.880	167.029
450.2452	15.910	167.045

