Source : Fit
Spectrum : 1

Wavelength	Psi	Delta
567.3222	24.039	92.299
566.8455	24.058	92.290
566.3687	24.078	92.280
565.8918	24.097	92.271
565.4149	24.117	92.261
564.9377	24.136	92.252
564.4605	24.156	92.242
563.9832	24.176	92.233
563.5057	24.196	92.224
563.0282	24.216	92.217
562.5505	24.236	92.211
562.0728	24.257	92.205
561.5948	24.277	92.199
561.1169	24.298	92.192
560.6388	24.318	92.186
560.1606	24.339	92.180
559.6823	24.360	92.173
559.2039	24.380	92.167
558.7253	24.401	92.160
558.2467	24.422	92.154
557.7679	24.443	92.147
557.2891	24.464	92.141
556.8102	24.485	92.134
556.3311	24.506	92.128
555.8519	24.528	92.121
555.3726	24.549	92.114
554.8932	24.570	92.108
554.4137	24.592	92.101
553.9341	24.613	92.094
553.4543	24.635	92.088
552.9745	24.656	92.081
552.4946	24.678	92.074
552.0145	24.700	92.067
551.5345	24.722	92.060
551.0541	24.744	92.054
550.5737	24.765	92.046
550.0933	24.787	92.039
549.6126	24.809	92.032
549.1320	24.831	92.024
548.6511	24.854	92.017
548.1702	24.876	92.010
547.6891	24.898	92.002
547.2080	24.920	91.995
546.7267	24.943	91.987
546.2454	24.965	91.980
545.7639	24.988	91.972
545.2823	25.010	91.964
544.8007	25.033	91.956
544.3188	25.055	91.948
543.8369	25.078	91.940
543.3549	25.100	91.931
542.8728	25.123	91.923
542.3905	25.146	91.914
541.9082	25.169	91.906
541.4257	25.192	91.897
540.9431	25.215	91.889
540.4604	25.238	91.880
539.9777	25.261	91.871
539.4948	25.284	91.863
539.0118	25.307	91.854
538.5286	25.331	91.851
538.0454	25.355	91.847
537.5621	25.379	91.843
537.0786	25.403	91.839
536.5950	25.427	91.835
536.1114	25.451	91.831
535.6276	25.476	91.827
535.1437	25.500	91.823
534.6597	25.524	91.819
534.1756	25.549	91.814
533.6913	25.573	91.808
533.2070	25.598	91.803
532.7226	25.622	91.797
532.2380	25.647	91.792
531.7534	25.672	91.785
531.2686	25.696	91.778
530.7837	25.721	91.771
530.2987	25.746	91.764
529.8136	25.771	91.757
529.3284	25.795	91.750
528.8430	25.820	91.743
528.3576	25.845	91.736
527.8720	25.870	91.729
527.3864	25.896	91.722
526.9006	25.921	91.717
526.4147	25.946	91.711
525.9287	25.972	91.705
525.4426	25.997	91.700
524.9564	26.023	91.694
524.4700	26.048	91.688
523.9836	26.074	91.682
523.4971	26.100	91.676
523.0104	26.126	91.670
522.5236	26.152	91.665
522.0367	26.178	91.660
521.5497	26.204	91.655
521.0626	26.230	91.649
520.5754	26.256	91.644
520.0881	26.283	91.640
519.6006	26.309	91.635
519.1131	26.336	91.630
518.6254	26.362	91.626
518.1377	26.389	91.621
517.6498	26.416	91.616
517.1618	26.442	91.611
516.6737	26.469	91.606
516.1855	26.496	91.601
515.6971	26.523	91.597
515.2087	26.550	91.593
514.7202	26.577	91.588
514.2314	26.604	91.584
513.7427	26.631	91.579
513.2538	26.658	91.574
512.7648	26.686	91.570
512.2757	26.713	91.565
511.7864	26.740	91.560
511.2971	26.768	91.555
510.8076	26.796	91.550
510.3181	26.823	91.545
509.8284	26.851	91.540
509.3386	26.879	91.535
508.8488	26.907	91.530
508.3587	26.935	91.524
507.8686	26.963	91.519
507.3784	26.991	91.514
506.8880	27.019	91.508
506.3976	27.047	91.503
505.9070	27.075	91.498
505.4163	27.104	91.495
504.9255	27.132	91.492
504.4346	27.161	91.489
503.9436	27.189	91.486
503.4525	27.218	91.483
502.9612	27.246	91.479
502.4698	27.275	91.476
501.9784	27.304	91.473
501.4868	27.332	91.470
500.9951	27.361	91.466
500.5033	27.390	91.463
500.0114	27.419	91.460
499.5193	27.448	91.456
499.0272	27.477	91.453
498.5349	27.505	91.450
498.0426	27.534	91.446
497.5501	27.563	91.443
497.0575	27.592	91.440
496.5648	27.621	91.436
496.0720	27.650	91.433
495.5790	27.679	91.430
495.0860	27.708	91.427
494.5928	27.738	91.424
494.0995	27.767	91.421
493.6062	27.796	91.418
493.1127	27.825	91.415
492.6190	27.855	91.412
492.1253	27.884	91.409
491.6315	27.913	91.407
491.1375	27.943	91.406
490.6435	27.972	91.405
490.1493	28.002	91.404
489.6550	28.032	91.404
489.1606	28.062	91.405
488.6661	28.092	91.405
488.1714	28.122	91.406
487.6767	28.152	91.407
487.1818	28.181	91.408
486.6869	28.211	91.408
486.1918	28.241	91.409
485.6966	28.271	91.412
485.2013	28.301	91.414
484.7058	28.331	91.416
484.2103	28.361	91.419
483.7146	28.392	91.422
483.2189	28.422	91.424
482.7230	28.451	91.427
482.2270	28.481	91.430
481.7309	28.512	91.434
481.2346	28.542	91.437
480.7383	28.572	91.441
480.2419	28.602	91.445
479.7453	28.632	91.450
479.2486	28.662	91.454
478.7518	28.692	91.459
478.2549	28.722	91.464
477.7579	28.751	91.469
477.2608	28.781	91.474
476.7635	28.811	91.480
476.2662	28.841	91.486
475.7687	28.871	91.493
475.2711	28.901	91.500
474.7734	28.930	91.507
474.2756	28.960	91.515
473.7776	28.990	91.522
473.2796	29.019	91.530
472.7814	29.049	91.538
472.2831	29.078	91.546
471.7848	29.108	91.555
471.2863	29.137	91.564
470.7876	29.167	91.573
470.2889	29.196	91.582
469.7900	29.226	91.592
469.2911	29.255	91.602
468.7920	29.284	91.612
468.2928	29.313	91.623
467.7935	29.342	91.634
467.2941	29.371	91.646
466.7945	29.401	91.658
466.2949	29.430	91.671
465.7951	29.459	91.684
465.2952	29.488	91.698
464.7952	29.517	91.712
464.2951	29.546	91.726
463.7949	29.574	91.742
463.2946	29.603	91.758
462.7941	29.631	91.775
462.2935	29.659	91.793
461.7928	29.688	91.811
461.2921	29.716	91.831
460.7911	29.744	91.850
460.2901	29.771	91.870
459.7889	29.799	91.891
459.2877	29.826	91.912
458.7863	29.853	91.934
458.2848	29.881	91.957
457.7832	29.908	91.980
457.2815	29.935	92.004
456.7796	29.962	92.028
456.2777	29.988	92.053
455.7756	30.015	92.079
455.2734	30.041	92.106
454.7711	30.067	92.133
454.2687	30.093	92.161
453.7662	30.119	92.190
453.2635	30.145	92.220
452.7608	30.171	92.250
452.2579	30.196	92.281
451.7549	30.221	92.313
451.2518	30.246	92.345
450.7485	30.271	92.379
450.2452	30.296	92.414

