# lams, desv_psi, desv_delta
712.258800 1.729605 6.092302
711.814600 1.647861 6.079284
711.370300 1.571038 6.067261
710.925900 1.509770 6.059683
710.481400 1.443879 6.055471
710.036900 1.380751 6.076151
709.592200 1.317550 6.098961
709.147400 1.261052 6.135614
708.702600 1.196726 6.173275
708.257600 1.153925 6.192166
707.812500 1.097037 6.242778
707.367400 1.044462 6.285667
706.922100 1.003198 6.328604
706.476700 0.953479 6.392468
706.031300 0.916388 6.444281
705.585700 0.877075 6.510989
705.140100 0.836817 6.565274
704.694300 0.803180 6.615070
704.248400 0.766918 6.674940
703.802500 0.727248 6.733796
703.356400 0.695742 6.792285
702.910300 0.668578 6.846945
702.464100 0.638581 6.908563
702.017700 0.608185 6.967030
701.571200 0.581420 7.016432
701.124700 0.556742 7.080922
700.678000 0.530005 7.136057
700.231300 0.510008 7.196516
699.784400 0.489622 7.256229
699.337500 0.465610 7.315109
698.890400 0.445873 7.374241
698.443300 0.420546 7.435096
697.996100 0.397453 7.494773
697.548800 0.378282 7.551747
697.101300 0.357355 7.610093
696.653700 0.342265 7.664495
696.206100 0.323309 7.719375
695.758400 0.303767 7.774764
695.310500 0.289830 7.829422
694.862600 0.276616 7.877272
694.414600 0.262081 7.928433
693.966400 0.246792 7.979338
693.518200 0.227053 8.031865
693.069900 0.213586 8.085542
692.621500 0.201222 8.134946
692.172900 0.188982 8.185124
691.724300 0.177764 8.231896
691.275600 0.168075 8.279021
690.826700 0.158973 8.322014
690.377800 0.150898 8.368103
689.928800 0.141382 8.415770
689.479700 0.133500 8.459304
689.030400 0.126382 8.498111
688.581100 0.121055 8.538052
688.131700 0.115249 8.577565
687.682100 0.111330 8.615552
687.232500 0.110817 8.656760
686.782800 0.110923 8.694039
686.332900 0.111732 8.734167
685.883000 0.112903 8.771504
685.433000 0.115768 8.805914
684.982800 0.118811 8.839767
684.532700 0.121558 8.875949
684.082300 0.126706 8.905947
683.631900 0.133590 8.935870
683.181300 0.139231 8.966222
682.730700 0.146857 8.991007
682.280000 0.152959 9.021173
681.829200 0.161398 9.050743
681.378200 0.168787 9.077501
680.927200 0.178542 9.102212
680.476100 0.186752 9.127578
680.024800 0.194608 9.151751
679.573500 0.203521 9.175830
679.122100 0.213463 9.197420
678.670500 0.222083 9.220137
678.218900 0.230241 9.242502
677.767200 0.238030 9.261083
677.315400 0.248819 9.276190
676.863400 0.258429 9.295853
676.411400 0.266354 9.314975
675.959200 0.276117 9.325784
675.507000 0.284419 9.340284
675.054700 0.292764 9.356001
674.602200 0.302840 9.367259
674.149700 0.310131 9.382496
673.697100 0.319308 9.390259
673.244300 0.326422 9.405626
672.791500 0.336690 9.413008
672.338600 0.344815 9.419151
671.885500 0.353925 9.429492
671.432400 0.363753 9.434109
670.979100 0.372205 9.437587
670.525800 0.380398 9.441279
670.072300 0.389320 9.443502
669.618800 0.398825 9.444971
669.165100 0.407619 9.443831
668.711400 0.415206 9.441956
668.257500 0.423793 9.443928
667.803500 0.432074 9.439888
667.349500 0.440586 9.435056
666.895300 0.448683 9.429627
666.441100 0.457202 9.421449
665.986800 0.465520 9.412189
665.532300 0.472124 9.403664
665.077700 0.480906 9.396181
664.623000 0.488354 9.387060
664.168300 0.494185 9.377300
663.713400 0.501548 9.365332
663.258400 0.508377 9.349908
662.803400 0.514759 9.339315
662.348200 0.521598 9.321281
661.892900 0.527822 9.306994
661.437600 0.534672 9.290834
660.982100 0.540159 9.272854
660.526500 0.546481 9.256250
660.070800 0.551740 9.241173
659.615100 0.556623 9.220031
659.159200 0.561968 9.198597
658.703200 0.568453 9.177066
658.247100 0.572954 9.154648
657.790900 0.577987 9.131786
657.334600 0.583339 9.108089
656.878200 0.588763 9.080450
656.421800 0.594258 9.053846
655.965100 0.597237 9.027981
655.508400 0.601209 9.000441
655.051600 0.604651 8.973887
654.594700 0.608160 8.948465
654.137700 0.611140 8.918216
653.680600 0.614517 8.890676
653.223400 0.617563 8.859494
652.766100 0.620014 8.827573
652.308700 0.623060 8.799250
651.851100 0.625511 8.770331
651.393600 0.626840 8.741025
650.935800 0.628765 8.708765
650.478000 0.630415 8.676950
650.020100 0.632868 8.642966
649.562000 0.634855 8.612620
649.103900 0.637309 8.578739
648.645700 0.638644 8.543129
648.187300 0.640572 8.507824
