# lams, psi_mean, delta_mean
727.302800 24.477612 334.313564
726.861900 24.484206 332.331384
726.421000 24.460480 330.362281
725.979900 24.369564 328.468097
725.538800 24.260415 326.547917
725.097500 24.108161 324.681045
724.656100 23.904566 322.906511
724.214700 23.624765 321.279629
723.773200 23.336719 319.650096
723.331500 23.055515 317.969551
722.889800 22.798042 316.247127
722.447900 22.509374 314.552662
722.006000 22.229433 312.798662
721.564000 21.920268 311.044404
721.121800 21.573916 309.365154
720.679600 21.210072 307.744791
720.237300 20.806667 306.165294
719.794900 20.354915 304.644780
719.352400 19.935334 302.924238
718.909700 19.531885 301.295410
718.467000 19.240439 299.533976
718.024200 18.927548 297.802895
717.581300 18.614925 296.129247
717.138300 18.287506 294.479022
716.695200 17.947423 292.840622
716.252000 17.605459 291.199105
715.808700 17.269205 289.512722
715.365300 16.947971 287.807687
714.921800 16.641203 286.099903
714.478200 16.315219 284.381922
714.034500 16.062135 282.555921
713.590700 15.793128 280.732053
713.146900 15.544200 278.851755
712.702800 15.260489 276.970621
712.258800 14.987304 275.080462
711.814600 14.712797 273.144164
711.370300 14.442176 271.105553
710.925900 14.199317 268.994428
710.481400 13.937258 266.841968
710.036900 13.689938 264.652884
709.592200 13.486025 262.443200
709.147400 13.269861 260.206423
708.702600 13.071987 257.902730
708.257600 12.850449 255.547726
707.812500 12.676967 253.200363
707.367400 12.487040 250.746373
706.922100 12.294147 248.227826
706.476700 12.131547 245.684055
706.031300 11.977524 243.075857
705.585700 11.853484 240.505466
705.140100 11.722884 237.776389
704.694300 11.602118 235.015048
704.248400 11.509126 232.247875
703.802500 11.430753 229.462583
703.356400 11.370698 226.671857
702.910300 11.319909 223.850603
702.464100 11.279825 220.993309
702.017700 11.246407 218.114355
701.571200 11.242136 215.284096
701.124700 11.233062 212.389469
700.678000 11.235416 209.491266
700.231300 11.260686 206.587573
699.784400 11.296791 203.728491
699.337500 11.346684 200.839721
698.890400 11.410517 197.979786
698.443300 11.486313 195.140656
697.996100 11.578702 192.369199
697.548800 11.680626 189.600733
697.101300 11.796533 186.879330
696.653700 11.921566 184.196869
696.206100 12.059398 181.569195
695.758400 12.205365 178.958306
695.310500 12.372253 176.436445
694.862600 12.541955 173.987905
694.414600 12.721202 171.604645
693.966400 12.904525 169.318878
693.518200 13.090942 167.096389
693.069900 13.277556 164.931512
692.621500 13.456447 162.835941
692.172900 13.633372 160.770627
691.724300 13.805151 158.761123
691.275600 13.982120 156.849274
690.826700 14.154857 154.963302
690.377800 14.327952 153.122902
689.928800 14.497977 151.304579
689.479700 14.671065 149.474994
689.030400 14.849805 147.683993
688.581100 15.023121 145.890040
688.131700 15.200397 144.129984
687.682100 15.380534 142.386465
687.232500 15.553849 140.659173
686.782800 15.733563 138.945035
686.332900 15.910253 137.269399
685.883000 16.094493 135.620094
685.433000 16.260229 134.015483
684.982800 16.430833 132.427420
684.532700 16.605907 130.866111
684.082300 16.785466 129.325008
683.631900 16.957661 127.817944
683.181300 17.134565 126.317093
682.730700 17.303354 124.869510
682.280000 17.466666 123.451406
681.829200 17.630999 122.014711
681.378200 17.795025 120.584428
680.927200 17.972572 119.152820
680.476100 18.136502 117.735071
680.024800 18.311090 116.300598
679.573500 18.483590 114.882876
679.122100 18.640891 113.514808
678.670500 18.803398 112.142558
678.218900 18.996110 110.758750
677.767200 19.183987 109.384446
677.315400 19.353690 108.005941
676.863400 19.519538 106.599915
676.411400 19.684934 105.198793
675.959200 19.890282 103.754632
675.507000 20.082515 102.367643
675.054700 20.292663 100.978486
674.602200 20.486710 99.598073
674.149700 20.698205 98.240956
673.697100 20.911702 96.909952
673.244300 21.140684 95.606757
672.791500 21.331237 94.315704
672.338600 21.549492 93.001754
671.885500 21.752505 91.685891
671.432400 21.998552 90.336815
670.979100 22.234085 89.002097
670.525800 22.473295 87.676812
670.072300 22.689968 86.325233
669.618800 22.881825 84.943616
669.165100 23.067399 83.529835
668.711400 23.215487 82.078021
668.257500 23.353751 80.587674
667.803500 23.500449 79.068433
667.349500 23.647925 77.510967
666.895300 23.807188 75.942121
666.441100 23.976005 74.294411
665.986800 24.113837 72.650497
665.532300 24.264363 70.921340
665.077700 24.361802 69.153153
664.623000 24.436743 67.322307
664.168300 24.523777 65.470428
663.713400 24.595775 63.552984
663.258400 24.654617 61.618928
662.803400 24.642928 59.656958
662.348200 24.623956 57.658882
661.892900 24.578729 55.637596
661.437600 24.486080 53.554665
660.982100 24.402893 51.426088
660.526500 24.313953 49.296596
660.070800 24.178616 47.132186
659.615100 24.064604 44.970802
659.159200 23.942958 42.824878
658.703200 23.843224 40.684831
658.247100 23.724009 38.499916
657.790900 23.622108 36.352170
657.334600 23.509066 34.175410
656.878200 23.402096 31.934127
656.421800 23.303499 29.695525
655.965100 23.200346 27.441515
655.508400 23.041183 25.022131
655.051600 22.905275 22.618922
654.594700 22.779252 20.177961
654.137700 22.656899 17.662667
653.680600 22.530738 15.081665
653.223400 22.422220 12.484480
652.766100 22.295667 9.857860
652.308700 22.182295 7.224858
651.851100 22.064166 4.550199
651.393600 21.931546 1.814696
650.935800 21.818056 359.078900
650.478000 21.677485 356.380213
650.020100 21.505980 353.658201
649.562000 21.333832 350.888653
649.103900 21.148965 348.096156
648.645700 20.942262 345.329879
648.187300 20.703017 342.553953
647.728900 20.436451 339.797266
647.270300 20.161592 337.043739
646.811700 19.873576 334.265715
646.353000 19.547346 331.541504
645.894100 19.213827 328.839570
645.435100 18.821937 326.170472
644.976100 18.416856 323.501949
644.516900 17.985497 320.853509
644.057700 17.561758 318.208032
643.598300 17.131328 315.558921
643.138900 16.707656 312.913884
642.679300 16.272327 310.305364
642.219600 15.838088 307.680178
641.759800 15.376791 305.094462
641.299900 14.901584 302.477263
640.840000 14.425521 299.790390
640.379900 13.974370 297.087352
639.919700 13.524728 294.340552
639.459400 13.110132 291.544785
638.999000 12.710994 288.633320
638.538500 12.327407 285.700319
638.077900 11.945999 282.683937
637.617200 11.578257 279.571308
637.156400 11.201863 276.362050
636.695400 10.842224 273.014309
636.234400 10.506007 269.564295
635.773300 10.196830 265.977681
635.312100 9.906875 262.282338
634.850800 9.632339 258.471873
634.389300 9.403436 254.505920
633.927800 9.191513 250.424554
633.466200 9.008083 246.264229
633.004400 8.835398 241.989358
632.542500 8.687861 237.629702
632.080600 8.559735 233.227942
631.618600 8.473064 228.718039
631.156400 8.402722 224.153128
630.694200 8.348635 219.538411
630.231800 8.322570 214.888456
629.769300 8.344413 210.371568
629.306800 8.390338 205.856202
628.844100 8.470408 201.450874
628.381300 8.574528 196.954293
627.918400 8.701652 192.564199
627.455400 8.863210 188.420626
626.992300 9.044695 184.396677
626.529100 9.238540 180.497169
626.065800 9.429327 176.745574
625.602400 9.646070 173.154977
625.138900 9.879819 169.725016
624.675300 10.148231 166.410575
624.211500 10.392598 163.280497
623.747700 10.622141 160.192157
623.283800 10.880946 157.290185
622.819800 11.125666 154.381201
622.355700 11.362950 151.659768
621.891400 11.602074 148.981793
621.427100 11.874915 146.367276
620.962600 12.143235 143.834908
620.498000 12.433770 141.472899
620.033400 12.692748 139.070220
619.568700 12.945954 136.819392
619.103800 13.195467 134.485620
618.638800 13.425835 132.269508
618.173700 13.707248 130.050091
617.708600 14.005542 127.866352
617.243300 14.298084 125.624048
616.777900 14.558850 123.656104
616.312400 14.794449 121.614040
615.846800 15.080074 119.528464
615.381000 15.330096 117.460330
614.915300 15.517256 115.549445
614.449300 15.838528 113.384788
613.983300 16.164489 111.330352
613.517200 16.454884 109.427322
613.051000 16.632205 107.563735
612.584700 16.869600 105.589822
612.118200 17.030953 103.778954
611.651700 17.211487 101.915872
611.185000 17.449269 99.982532
610.718300 17.678259 98.087907
610.251400 17.853473 96.021030
609.784400 18.182567 93.865626
609.317300 18.799579 91.618858
608.850200 19.279808 89.557252
608.382900 19.648741 87.626120
607.915500 19.802694 85.673742
